Periodo|Fecha_Venta|ID|cod_plantarif|procedencia|id_articulo|descripcion_articulo|Descripcion_canal|Regional|departamento|Ciudad|SEC_CUOTA|des_fabricante|Ind_Portado|id_vendedor|id_punto|Id_Oficina|id_agente|nom_punto|Nom_Oficina|nom_agente|VAC|TIPO_VENTA|Segmento_Alta|Disney_Incluido|Disney_Activo|Netflix_Incluido|Netflix_Activo|Clientes_domiciliados|Domiciliacion_Pago|Flag_Trafico_Saliente|FLAGENTREGASIM|TipoRenta|cb_coniva|TIP_CHURN|TIP_ACCION|CANAL_VENTA|SEGMENTO
202604|10/04/2026|56708|101149|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Apple|SI|721232|9900202030001|9900202030001|990020203|TELEVENTAS - AVANZA|TELEVENTAS - AVANZA|AVANZA COLOMBIA SA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|47990|?|?|?|?
202604|12/04/2026|58070|101089|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Samsung|SI|711965|9900210050001|9900210050001|1611760962464040000|TELEVENTAS - BECALL|TELEVENTAS - BECALL|BECALL|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|52990|?|?|?|?
202604|08/04/2026|59050|101095|T|?|?|CENTROS DE EXPERIENCIA|CARIBE|CORDOBA|MONTERIA|?|HONOR|SI|613912|9900100010069|9900100010069|990010001|CE MONTERIA CLLE 32|CE MONTERIA CLLE 32|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|69990|?|?|?|?
202604|12/04/2026|59412|101089|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Samsung|SI|725966|9900210350001|9900210350001|1710776670555220000|TELEVENTAS - CALL EXPRES INSURANCE|TELEVENTAS - CALL EXPRES INSURANCE|INSURANCE & CAPITAL LTDA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|52990|?|?|?|?
202604|13/04/2026|60047|101149|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Samsung|SI|667494|9900210050001|9900210050001|1611760962464040000|TELEVENTAS - BECALL|TELEVENTAS - BECALL|BECALL|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|47990|?|?|?|?
202604|06/04/2026|61683|101097|T|?|?|CENTROS DE EXPERIENCIA|BOGOTA|BOGOTA|BOGOTA|?|Apple|NO|686226|9900100010030|9900100010030|990010001|CE BOGOTA PARQUE CENTRAL BAVARIA|CE BOGOTA PARQUE CENTRAL BAVARIA|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|69990|?|?|?|?
202604|13/04/2026|62276|100764|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Apple|SI|681544|9900100130001|9900100130001|7456002949|TELEVENTAS - FVD 2|TELEVENTAS - FVD 2|FUERZA DE VENTA DIRECTA TELEVENTAS|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|21090|?|?|?|?
202604|09/04/2026|63429|101089|T|?|?|CENTROS COMERCIALES|BOGOTA|BOGOTA|BOGOTA|?|?|SI|707336|9900200010083|9900200010083|990020001|TIENDAS-TELEPLUS CRA.71D # 6-94 LC.1107|TIENDAS-TELEPLUS CRA.71D # 6-94 LC.1107|TELEPLUS LTDA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|52990|?|?|?|?
202604|10/04/2026|63912|101095|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Apple|SI|603667|9900202020018|9900202020018|990020202|TELEVENTAS - ATENTO|TELEVENTAS - ATENTO|ATENTO COLOMBIA S.A.|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|69990|?|?|?|?
202604|09/04/2026|65045|101089|T|?|?|CENTROS COMERCIALES|BOGOTA|BOGOTA|BOGOTA|?|?|SI|703781|9900200010083|9900200010083|990020001|TIENDAS-TELEPLUS CRA.71D # 6-94 LC.1107|TIENDAS-TELEPLUS CRA.71D # 6-94 LC.1107|TELEPLUS LTDA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|52990|?|?|?|?
202604|10/04/2026|65300|101089|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Redmi|SI|714521|9900203030001|9900203030001|5210359413|TELEVENTAS - MILLENIUM|TELEVENTAS - MILLENIUM|MILLENIUM BPO S.A|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|52990|?|?|?|?
202604|03/04/2026|66437|100656|T|?|?|CENTROS DE EXPERIENCIA|BOGOTA|BOGOTA|BOGOTA|?|OPPO|SI|705152|9900100010171|9900100010171|990010001|CE TIENDA EXPRESS LA COLINA|CE TIENDA EXPRESS LA COLINA|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|34090|?|?|?|?
202604|01/04/2026|67477|101149|T|?|?|CENTROS DE EXPERIENCIA|BOGOTA|BOGOTA|BOGOTA|?|Apple|NO|675388|9900100010192|9900100010192|990010001|CE BOGOTA  MALL PLAZA|CE BOGOTA  MALL PLAZA|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|47990|?|?|?|?
202604|02/04/2026|68932|101149|T|?|?|CENTROS DE EXPERIENCIA|BOGOTA|BOGOTA|BOGOTA|?|Motorola|SI|456199|9900100010149|9900100010149|990010001|CE BOGOTA CENTRO MAYOR|CE BOGOTA CENTRO MAYOR|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|47990|?|?|?|?
202604|11/04/2026|70265|101083|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Samsung|SI|710643|9900202030001|9900202030001|990020203|TELEVENTAS - AVANZA|TELEVENTAS - AVANZA|AVANZA COLOMBIA SA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|45990|?|?|?|?
202604|05/04/2026|70967|100764|T|?|?|PUERTA A PUERTA|BOGOTA|BOGOTA|BOGOTA|?|Samsung|SI|719702|9900210740004|9900210740004|1768862826741580000|EXPANSION BLUESTAR LINK BOGOTA SUR|EXPANSION BLUESTAR LINK BOGOTA SUR|BLUE STAR LINK SAS|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|21090|?|?|?|?
202604|11/04/2026|71859|101083|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Samsung|SI|727282|9900210050001|9900210050001|1611760962464040000|TELEVENTAS - BECALL|TELEVENTAS - BECALL|BECALL|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|45990|?|?|?|?
202604|09/04/2026|73563|101089|T|?|?|CROSSELLING|BOGOTA|BOGOTA|BOGOTA|?|Kalley|SI|715518|9900202050013|9900202050013|990020205|CROSS SELLING - DIGITEX|CROSS SELLING - DIGITEX|DIGITEX INTERNACIONAL LTDA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|52990|?|?|?|?
202603|31/03/2026|74504|101083|T|?|?|CENTROS DE EXPERIENCIA|NOROCCIDENTE|CALDAS|MANIZALES|?|Apple|SI|661778|9900100010064|9900100010064|990010001|CE MANIZALES EL CABLE|CE MANIZALES EL CABLE|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|45990|?|?|?|?
202603|30/03/2026|75253|101091|T|?|?|CENTROS DE EXPERIENCIA|SUR|HUILA|NEIVA|?|Apple|NO|723676|9900100010072|9900100010072|990010001|CE NEIVA CENTRO|CE NEIVA CENTRO|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|52990|?|?|?|?
202604|09/04/2026|76330|101089|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|HUAWEI|SI|670360|9900210050001|9900210050001|1611760962464040000|TELEVENTAS - BECALL|TELEVENTAS - BECALL|BECALL|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|52990|?|?|?|?
202603|31/03/2026|77430|101083|T|?|?|CENTROS DE EXPERIENCIA|ORIENTE|SANTANDER|BUCARAMANGA|?|TECNO|SI|719594|9900100010036|9900100010036|990010001|CE BUCARAMANGA CENTRO|CE BUCARAMANGA CENTRO|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|45990|?|?|?|?
202603|29/03/2026|78202|100764|T|?|?|PUERTA A PUERTA|BOGOTA|BOGOTA|BOGOTA|?|Samsung|SI|676552|9900210740002|9900210740002|1768862826741580000|EXPANSION BLUE STAR LINK BOGOTA-NORTE|EXPANSION BLUE STAR LINK BOGOTA-NORTE|BLUE STAR LINK SAS|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|21090|?|?|?|?
202604|01/04/2026|78756|101084|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Motorola|SI|715774|9900210590001|9900210590001|1744226483461890000|TELEVENTAS - CALL EXPRES BEST BPO|TELEVENTAS - CALL EXPRES BEST BPO|BEST BPO S.A.S|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|45990|?|?|?|?
202604|10/04/2026|79792|101083|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Samsung|SI|719170|9900202030001|9900202030001|990020203|TELEVENTAS - AVANZA|TELEVENTAS - AVANZA|AVANZA COLOMBIA SA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|45990|?|?|?|?
202603|28/03/2026|80537|101089|T|?|?|CENTROS DE EXPERIENCIA|SUR|HUILA|PITALITO|?|Apple|NO|619980|9900100010080|9900100010080|990010001|CE PITALITO|CE PITALITO|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|52990|?|?|?|?
202603|29/03/2026|82148|101083|T|?|?|AGENTES|SUR|NARINO|PASTO|?|Samsung|SI|720411|9900200310008|9900200310008|990020031|MOVISCELL FATIMA CL 18 NO 13 43|MOVISCELL FATIMA CL 18 NO 13 43|CENTRO DE COMUNICACIONES MOVISCELL E.U|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|45990|?|?|?|?
202603|27/03/2026|83021|101097|T|?|?|CENTROS DE EXPERIENCIA|NOROCCIDENTE|CALDAS|MANIZALES|?|Apple|NO|639558|9900100010064|9900100010064|990010001|CE MANIZALES EL CABLE|CE MANIZALES EL CABLE|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|69990|?|?|?|?
202603|29/03/2026|84195|101095|T|?|?|AGENTES|ORIENTE|META|VILLAVICENCIO|?|?|SI|725668|9900210460001|9900210460001|1732300309940400000|TEX PERTH VILLAVICENCIO|TEX PERTH VILLAVICENCIO|PERTH TELECOMUNICACIONES S.A.S.|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|69990|?|?|?|?
202604|09/04/2026|85124|101089|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Samsung|SI|724194|9900202030001|9900202030001|990020203|TELEVENTAS - AVANZA|TELEVENTAS - AVANZA|AVANZA COLOMBIA SA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|52990|?|?|?|?
202604|03/04/2026|85534|100764|T|?|?|CANAL ONLINE|PAIS|PAIS|PAIS|?|Samsung|SI|455182|9900202020035|9900202020035|990020202|CANAL ON LINE - ATENTO IN BOUND|CANAL ON LINE - ATENTO IN BOUND|ATENTO COLOMBIA S.A.|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|21090|?|?|?|?
202604|17/04/2026|87724|101089|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Motorola|SI|628409|9900203120001|9900203120001|5379962387|TELEVENTAS - MENTIUS S.A.S|TELEVENTAS - MENTIUS S.A.S|MENTIUS S.A.S|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|52990|?|?|?|?
202603|26/03/2026|88782|100764|T|?|?|CENTROS DE EXPERIENCIA|BOGOTA|BOGOTA|BOGOTA|?|realme|NO|706738|9900100010018|9900100010018|990010001|CE BOGOTA AV SUBA|CE BOGOTA AV SUBA|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|21090|?|?|?|?
202603|27/03/2026|89207|101089|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Apple|SI|658075|9900203120001|9900203120001|5379962387|TELEVENTAS - MENTIUS S.A.S|TELEVENTAS - MENTIUS S.A.S|MENTIUS S.A.S|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SIN INFORMACION|Vencido|52990|?|?|?|?
202603|27/03/2026|90185|101083|T|?|?|CENTROS DE EXPERIENCIA|CARIBE|SUCRE|SINCELEJO|?|Apple|SI|712493|9900100010089|9900100010089|990010001|CE SINCELEJO|CE SINCELEJO|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|45990|?|?|?|?
202603|26/03/2026|91462|101083|T|?|?|CENTROS DE EXPERIENCIA|ORIENTE|BOYACA|TUNJA|?|Apple|SI|649928|9900100010190|9900100010190|990010001|CE VIVA TUNJA|CE VIVA TUNJA|CENTROS DE EXPERIENCIA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|45990|?|?|?|?
202603|25/03/2026|91907|101097|T|?|?|CENTROS COMERCIALES|BOGOTA|BOGOTA|BOGOTA|?|Samsung|NO|646699|9900200160057|9900200160057|990020016|TD DISTRIPRESS CC GRAN PLAZA BOSA CL 65|TD DISTRIPRESS CC GRAN PLAZA BOSA CL 65|DISTRIPRESS SAS|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|69990|?|?|?|?
202604|03/04/2026|92659|101083|T|?|?|TELEVENTAS|PAIS|PAIS|PAIS|?|Samsung|SI|717599|9900202030001|9900202030001|990020203|TELEVENTAS - AVANZA|TELEVENTAS - AVANZA|AVANZA COLOMBIA SA|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|SI|Vencido|45990|?|?|?|?
202603|06/03/2026|169527|4639|T|?|?|PUERTA A PUERTA|BOGOTA|BOGOTA|BOGOTA|?|Motorola|SI|725314|9900210080022|9900210080022|1619116550245200000|MOVILSTAR SAS PAP BOGOTA NORTE|MOVILSTAR SAS PAP BOGOTA NORTE|MOV&L STAR SAS|NO|ASISTIDO|Residencial|0|0|0|0|0|0|SIN INFORMACION|NO|Vencido|21090|CHURN VOLUNT PORTA|BAJA|PUERTA A PUERTA|Residencial
